a,Water,b,Mineral Oil,c,Glycerol,d,CuSO4 0.625%,e,CuSO4 1.25%,f,CuSO4 2.5%,g,CuSO4 5%,h,CuSO4 10%
0.1254,-0.14,0.1254,0.56,0.1254,0.4,0.1254,-0.4,0.1254,-0.72,0.1254,-0.16,0.1254,-0.08,0.1254,1.44
0.1255,0.04,0.1255,0.24,0.1255,-0.08,0.1255,-0.48,0.1255,-0.64,0.1255,-0.24,0.1255,-0.16,0.1255,1.28
0.1256,0.26,0.1256,-0.08,0.1256,-0.4,0.1256,-0.56,0.1256,-0.64,0.1256,-0.32,0.1256,-0.16,0.1256,1.12
0.1257,0.18,0.1257,-0.4,0.1257,-0.48,0.1257,-0.64,0.1257,-0.64,0.1257,-0.4,0.1257,-0.24,0.1257,0.96
0.1258,0.26,0.1258,-0.64,0.1258,-0.48,0.1258,-0.64,0.1258,-0.64,0.1258,-0.4,0.1258,-0.24,0.1258,0.8
0.1259,0.16,0.1259,-0.72,0.1259,-0.56,0.1259,-0.72,0.1259,-0.64,0.1259,-0.48,0.1259,-0.32,0.1259,0.72
0.126,0.08,0.126,-0.88,0.126,-0.64,0.126,-0.72,0.126,-0.56,0.126,-0.48,0.126,-0.32,0.126,0.64
0.1261,0,0.1261,-0.88,0.1261,-0.56,0.1261,-0.72,0.1261,-0.48,0.1261,-0.48,0.1261,-0.32,0.1261,0.56
0.1262,-0.06,0.1262,-0.96,0.1262,-0.64,0.1262,-0.72,0.1262,-0.32,0.1262,-0.56,0.1262,-0.32,0.1262,0.48
0.1263,-0.1,0.1263,-0.96,0.1263,-0.64,0.1263,-0.72,0.1263,-0.16,0.1263,-0.56,0.1263,-0.32,0.1263,0.4
0.1264,-0.14,0.1264,-0.96,0.1264,-0.64,0.1264,-0.72,0.1264,0.24,0.1264,-0.64,0.1264,-0.32,0.1264,0.32
0.1265,-0.12,0.1265,-1.04,0.1265,-0.64,0.1265,-0.72,0.1265,1.36,0.1265,-0.56,0.1265,-0.32,0.1265,0.24
0.1266,-0.14,0.1266,-1.04,0.1266,-0.56,0.1266,-0.72,0.1266,2.32,0.1266,-0.56,0.1266,-0.4,0.1266,0.16
0.1267,-0.14,0.1267,-0.96,0.1267,-0.48,0.1267,-0.64,0.1267,1.84,0.1267,-0.56,0.1267,-0.32,0.1267,0.08
0.1268,-0.16,0.1268,-0.96,0.1268,-0.4,0.1268,-0.48,0.1268,2.48,0.1268,-0.64,0.1268,-0.32,0.1268,0
0.1269,-0.18,0.1269,-0.96,0.1269,-0.16,0.1269,-0.32,0.1269,2,0.1269,-0.64,0.1269,-0.4,0.1269,-0.08
0.127,-0.16,0.127,-0.88,0.127,0.56,0.127,0.56,0.127,1.36,0.127,-0.64,0.127,-0.4,0.127,-0.08
0.1271,-0.18,0.1271,-0.8,0.1271,2.64,0.1271,1.68,0.1271,0.88,0.1271,-0.64,0.1271,-0.32,0.1271,-0.08
0.1272,-0.18,0.1272,-0.64,0.1272,2.48,0.1272,1.44,0.1272,0.48,0.1272,-0.72,0.1272,-0.4,0.1272,-0.08
0.1273,-0.12,0.1273,-0.24,0.1273,1.36,0.1273,0.96,0.1273,0.16,0.1273,-0.72,0.1273,-0.4,0.1273,-0.16
0.1274,-0.14,0.1274,0.32,0.1274,0.32,0.1274,0.48,0.1274,-0.08,0.1274,-0.64,0.1274,-0.4,0.1274,-0.16
0.1275,-0.14,0.1275,1.04,0.1275,-0.08,0.1275,0.08,0.1275,-0.24,0.1275,-0.64,0.1275,-0.32,0.1275,-0.16
0.1276,-0.14,0.1276,1.92,0.1276,-0.32,0.1276,-0.16,0.1276,-0.32,0.1276,-0.64,0.1276,-0.4,0.1276,-0.16
0.1277,-0.1,0.1277,1.92,0.1277,-0.56,0.1277,-0.32,0.1277,-0.4,0.1277,-0.56,0.1277,-0.4,0.1277,-0.16
0.1278,-0.06,0.1278,2.32,0.1278,-0.56,0.1278,-0.48,0.1278,-0.48,0.1278,-0.56,0.1278,-0.4,0.1278,-0.16
0.1279,-0.02,0.1279,2.16,0.1279,-0.64,0.1279,-0.56,0.1279,-0.48,0.1279,-0.32,0.1279,-0.4,0.1279,-0.16
0.128,0.34,0.128,1.68,0.128,-0.64,0.128,-0.64,0.128,-0.56,0.128,-0.16,0.128,-0.32,0.128,-0.16
0.1281,1.06,0.1281,1.04,0.1281,-0.64,0.1281,-0.64,0.1281,-0.64,0.1281,0.16,0.1281,-0.32,0.1281,-0.24
0.1282,1.4,0.1282,0.56,0.1282,-0.64,0.1282,-0.72,0.1282,-0.72,0.1282,0.4,0.1282,-0.24,0.1282,-0.24
0.1283,1.14,0.1283,0.16,0.1283,-0.64,0.1283,-0.72,0.1283,-0.64,0.1283,0.56,0.1283,-0.24,0.1283,-0.24
0.1284,0.74,0.1284,-0.08,0.1284,-0.56,0.1284,-0.72,0.1284,-0.72,0.1284,0.4,0.1284,-0.24,0.1284,-0.24
0.1285,0.5,0.1285,-0.32,0.1285,-0.56,0.1285,-0.72,0.1285,-0.64,0.1285,0.24,0.1285,-0.32,0.1285,-0.32
0.1286,0.32,0.1286,-0.48,0.1286,-0.56,0.1286,-0.72,0.1286,-0.72,0.1286,0.08,0.1286,-0.32,0.1286,-0.32
0.1287,0.16,0.1287,-0.64,0.1287,-0.4,0.1287,-0.72,0.1287,-0.72,0.1287,0,0.1287,-0.32,0.1287,-0.32
0.1288,0.04,0.1288,-0.72,0.1288,-0.4,0.1288,-0.72,0.1288,-0.64,0.1288,-0.08,0.1288,-0.32,0.1288,-0.32
0.1289,-0.06,0.1289,-0.8,0.1289,-0.24,0.1289,-0.64,0.1289,-0.64,0.1289,-0.16,0.1289,-0.32,0.1289,-0.24
0.129,-0.1,0.129,-0.88,0.129,0.48,0.129,-0.64,0.129,-0.24,0.129,-0.24,0.129,-0.32,0.129,-0.24
0.1291,-0.12,0.1291,-0.88,0.1291,2.48,0.1291,-0.56,0.1291,0.24,0.1291,-0.32,0.1291,-0.32,0.1291,-0.16
0.1292,-0.14,0.1292,-0.8,0.1292,2.48,0.1292,-0.4,0.1292,0.64,0.1292,-0.4,0.1292,-0.4,0.1292,-0.16
0.1293,-0.14,0.1293,-0.96,0.1293,1.28,0.1293,0,0.1293,0.48,0.1293,-0.48,0.1293,-0.4,0.1293,-0.16
0.1294,-0.18,0.1294,-0.96,0.1294,0.4,0.1294,0.48,0.1294,0.16,0.1294,-0.48,0.1294,-0.32,0.1294,-0.16
0.1295,-0.2,0.1295,-0.96,0.1295,-0.08,0.1295,2,0.1295,-0.08,0.1295,-0.48,0.1295,-0.32,0.1295,-0.24
0.1296,-0.2,0.1296,-0.96,0.1296,-0.32,0.1296,1.6,0.1296,-0.24,0.1296,-0.48,0.1296,-0.32,0.1296,-0.24
0.1297,-0.22,0.1297,-0.88,0.1297,-0.48,0.1297,1.92,0.1297,-0.4,0.1297,-0.56,0.1297,-0.4,0.1297,-0.24
0.1298,-0.22,0.1298,-0.64,0.1298,-0.56,0.1298,1.76,0.1298,-0.48,0.1298,-0.56,0.1298,-0.32,0.1298,-0.32
0.1299,-0.2,0.1299,-0.4,0.1299,-0.64,0.1299,1.28,0.1299,-0.56,0.1299,-0.64,0.1299,-0.32,0.1299,-0.32
0.13,-0.22,0.13,-0.08,0.13,-0.64,0.13,0.8,0.13,-0.64,0.13,-0.56,0.13,-0.4,0.13,-0.32
0.1301,-0.2,0.1301,0.88,0.1301,-0.72,0.1301,0.4,0.1301,-0.64,0.1301,-0.64,0.1301,-0.4,0.1301,-0.32
0.1302,-0.18,0.1302,1.2,0.1302,-0.64,0.1302,0,0.1302,-0.64,0.1302,-0.72,0.1302,-0.32,0.1302,-0.32
0.1303,-0.18,0.1303,0.88,0.1303,-0.64,0.1303,-0.24,0.1303,-0.64,0.1303,-0.64,0.1303,-0.32,0.1303,-0.32
0.1304,-0.16,0.1304,0.56,0.1304,-0.64,0.1304,-0.32,0.1304,-0.64,0.1304,-0.64,0.1304,-0.4,0.1304,-0.32
0.1305,0,0.1305,0.16,0.1305,-0.64,0.1305,-0.4,0.1305,-0.64,0.1305,-0.64,0.1305,-0.32,0.1305,-0.24
0.1306,0.18,0.1306,-0.16,0.1306,-0.56,0.1306,-0.48,0.1306,-0.64,0.1306,-0.64,0.1306,-0.32,0.1306,-0.24
0.1307,0.08,0.1307,-0.48,0.1307,-0.48,0.1307,-0.56,0.1307,-0.64,0.1307,-0.56,0.1307,-0.4,0.1307,-0.24
0.1308,0.16,0.1308,-0.64,0.1308,-0.4,0.1308,-0.64,0.1308,-0.56,0.1308,-0.64,0.1308,-0.4,0.1308,-0.32
0.1309,0.1,0.1309,-0.8,0.1309,-0.24,0.1309,-0.72,0.1309,-0.56,0.1309,-0.56,0.1309,-0.32,0.1309,-0.32
0.131,0,0.131,-0.88,0.131,0.56,0.131,-0.72,0.131,-0.56,0.131,-0.64,0.131,-0.4,0.131,-0.24
0.1311,-0.04,0.1311,-0.88,0.1311,2.56,0.1311,-0.72,0.1311,-0.56,0.1311,-0.56,0.1311,-0.32,0.1311,-0.32
0.1312,-0.1,0.1312,-0.88,0.1312,2.4,0.1312,-0.72,0.1312,-0.32,0.1312,-0.56,0.1312,-0.32,0.1312,-0.32
0.1313,-0.16,0.1313,-0.96,0.1313,1.36,0.1313,-0.72,0.1313,-0.16,0.1313,-0.48,0.1313,-0.32,0.1313,-0.32
0.1314,-0.14,0.1314,-1.04,0.1314,0.4,0.1314,-0.72,0.1314,0.24,0.1314,-0.56,0.1314,-0.32,0.1314,-0.32
0.1315,-0.16,0.1315,-1.04,0.1315,-0.16,0.1315,-0.72,0.1315,1.44,0.1315,-0.48,0.1315,-0.32,0.1315,-0.32
0.1316,-0.16,0.1316,-0.96,0.1316,-0.32,0.1316,-0.64,0.1316,2.56,0.1316,-0.48,0.1316,-0.32,0.1316,-0.24
0.1317,-0.16,0.1317,-0.96,0.1317,-0.4,0.1317,-0.56,0.1317,2.08,0.1317,-0.48,0.1317,-0.32,0.1317,-0.32
0.1318,-0.16,0.1318,-0.96,0.1318,-0.48,0.1318,-0.48,0.1318,2.72,0.1318,-0.4,0.1318,-0.32,0.1318,-0.32
0.1319,-0.2,0.1319,-0.96,0.1319,-0.56,0.1319,-0.32,0.1319,2.24,0.1319,-0.4,0.1319,-0.32,0.1319,-0.32
0.132,-0.2,0.132,-0.96,0.132,-0.64,0.132,0.48,0.132,1.52,0.132,-0.4,0.132,-0.4,0.132,-0.24
0.1321,-0.18,0.1321,-0.8,0.1321,-0.64,0.1321,1.6,0.1321,1.04,0.1321,-0.32,0.1321,-0.32,0.1321,-0.32
0.1322,-0.2,0.1322,-0.56,0.1322,-0.64,0.1322,1.36,0.1322,0.56,0.1322,-0.24,0.1322,-0.32,0.1322,-0.32
0.1323,-0.14,0.1323,-0.32,0.1323,-0.64,0.1323,0.88,0.1323,0.24,0.1323,-0.16,0.1323,-0.24,0.1323,-0.32
0.1324,-0.16,0.1324,0.24,0.1324,-0.56,0.1324,0.48,0.1324,0,0.1324,0,0.1324,-0.16,0.1324,-0.32
0.1325,-0.16,0.1325,0.96,0.1325,-0.56,0.1325,0.16,0.1325,-0.16,0.1325,0.24,0.1325,-0.08,0.1325,-0.32
0.1326,-0.16,0.1326,1.76,0.1326,-0.56,0.1326,-0.08,0.1326,-0.32,0.1326,0.4,0.1326,0,0.1326,-0.32
0.1327,-0.16,0.1327,1.68,0.1327,-0.48,0.1327,-0.32,0.1327,-0.4,0.1327,0.56,0.1327,0.16,0.1327,-0.32
0.1328,-0.12,0.1328,2,0.1328,-0.32,0.1328,-0.4,0.1328,-0.48,0.1328,0.88,0.1328,0.48,0.1328,-0.32
0.1329,-0.04,0.1329,2,0.1329,-0.24,0.1329,-0.56,0.1329,-0.48,0.1329,1.6,0.1329,0.64,0.1329,-0.32
0.133,0.36,0.133,1.44,0.133,0.56,0.133,-0.64,0.133,-0.56,0.133,2.4,0.133,1.2,0.133,-0.32
0.1331,1.02,0.1331,0.96,0.1331,2.56,0.1331,-0.72,0.1331,-0.64,0.1331,2.72,0.1331,2,0.1331,-0.24
0.1332,1.38,0.1332,0.48,0.1332,2.48,0.1332,-0.64,0.1332,-0.64,0.1332,1.92,0.1332,1.36,0.1332,-0.24
0.1333,1.12,0.1333,0.08,0.1333,1.28,0.1333,-0.72,0.1333,-0.72,0.1333,2.64,0.1333,1.84,0.1333,-0.24
0.1334,0.74,0.1334,-0.24,0.1334,0.32,0.1334,-0.64,0.1334,-0.72,0.1334,3.2,0.1334,2.32,0.1334,-0.16
0.1335,0.46,0.1335,-0.4,0.1335,-0.08,0.1335,-0.64,0.1335,-0.72,0.1335,3.28,0.1335,2.8,0.1335,-0.08
0.1336,0.26,0.1336,-0.56,0.1336,-0.32,0.1336,-0.72,0.1336,-0.72,0.1336,3.12,0.1336,2.88,0.1336,-0.08
0.1337,0.12,0.1337,-0.64,0.1337,-0.48,0.1337,-0.72,0.1337,-0.72,0.1337,2.96,0.1337,2.64,0.1337,-0.08
0.1338,0,0.1338,-0.8,0.1338,-0.48,0.1338,-0.72,0.1338,-0.72,0.1338,2.8,0.1338,2.48,0.1338,0.08
0.1339,-0.06,0.1339,-0.8,0.1339,-0.64,0.1339,-0.72,0.1339,-0.56,0.1339,2.56,0.1339,2.16,0.1339,0.24
0.134,-0.1,0.134,-0.88,0.134,-0.64,0.134,-0.72,0.134,-0.32,0.134,2.16,0.134,1.92,0.134,0.72
0.1341,-0.12,0.1341,-0.88,0.1341,-0.64,0.1341,-0.56,0.1341,0.16,0.1341,1.84,0.1341,1.6,0.1341,0.48
0.1342,-0.16,0.1342,-0.88,0.1342,-0.64,0.1342,-0.48,0.1342,0.4,0.1342,1.52,0.1342,1.28,0.1342,0.56
0.1343,-0.18,0.1343,-0.96,0.1343,-0.64,0.1343,-0.08,0.1343,0.4,0.1343,1.2,0.1343,1.12,0.1343,1.92
0.1344,-0.18,0.1344,-0.96,0.1344,-0.64,0.1344,0.32,0.1344,0,0.1344,0.96,0.1344,0.8,0.1344,2.8
0.1345,-0.2,0.1345,-0.96,0.1345,-0.56,0.1345,1.76,0.1345,-0.16,0.1345,0.72,0.1345,0.64,0.1345,3.36
0.1346,-0.2,0.1346,-0.96,0.1346,-0.64,0.1346,1.36,0.1346,-0.32,0.1346,0.56,0.1346,0.48,0.1346,3.36
0.1347,-0.18,0.1347,-0.8,0.1347,-0.48,0.1347,1.84,0.1347,-0.48,0.1347,0.48,0.1347,0.4,0.1347,3.28
0.1348,-0.16,0.1348,-0.64,0.1348,-0.32,0.1348,1.76,0.1348,-0.56,0.1348,0.4,0.1348,0.24,0.1348,3.12
0.1349,-0.14,0.1349,-0.4,0.1349,-0.16,0.1349,1.36,0.1349,-0.56,0.1349,0.24,0.1349,0.24,0.1349,2.72
0.135,-0.16,0.135,-0.16,0.135,0.48,0.135,0.88,0.135,-0.64,0.135,0.16,0.135,0.16,0.135,2.48
0.1351,-0.18,0.1351,0.8,0.1351,2.56,0.1351,0.48,0.1351,-0.64,0.1351,0,0.1351,0,0.1351,2.24
0.1352,-0.16,0.1352,1.12,0.1352,2.48,0.1352,0,0.1352,-0.64,0.1352,0,0.1352,0,0.1352,1.84
0.1353,-0.12,0.1353,0.8,0.1353,1.28,0.1353,-0.16,0.1353,-0.64,0.1353,-0.16,0.1353,0,0.1353,1.6
0.1354,-0.06,0.1354,0.48,0.1354,0.4,0.1354,-0.32,0.1354,-0.64,0.1354,-0.16,0.1354,-0.08,0.1354,1.44
0.1355,0.12,0.1355,0.24,0.1355,0,0.1355,-0.4,0.1355,-0.64,0.1355,-0.32,0.1355,-0.16,0.1355,1.28
0.1356,0.32,0.1356,-0.16,0.1356,-0.32,0.1356,-0.48,0.1356,-0.56,0.1356,-0.32,0.1356,-0.16,0.1356,1.04
0.1357,0.14,0.1357,-0.4,0.1357,-0.48,0.1357,-0.56,0.1357,-0.56,0.1357,-0.4,0.1357,-0.24,0.1357,0.96
0.1358,0.18,0.1358,-0.64,0.1358,-0.56,0.1358,-0.56,0.1358,-0.64,0.1358,-0.4,0.1358,-0.24,0.1358,0.8
0.1359,0.08,0.1359,-0.8,0.1359,-0.56,0.1359,-0.72,0.1359,-0.56,0.1359,-0.48,0.1359,-0.24,0.1359,0.72
0.136,0,0.136,-0.88,0.136,-0.64,0.136,-0.72,0.136,-0.56,0.136,-0.48,0.136,-0.32,0.136,0.56
0.1361,-0.06,0.1361,-0.88,0.1361,-0.72,0.1361,-0.72,0.1361,-0.48,0.1361,-0.48,0.1361,-0.32,0.1361,0.56
0.1362,-0.1,0.1362,-0.96,0.1362,-0.64,0.1362,-0.72,0.1362,-0.32,0.1362,-0.56,0.1362,-0.32,0.1362,0.4
0.1363,-0.1,0.1363,-0.96,0.1363,-0.64,0.1363,-0.72,0.1363,-0.16,0.1363,-0.56,0.1363,-0.32,0.1363,0.32
0.1364,-0.16,0.1364,-0.96,0.1364,-0.64,0.1364,-0.72,0.1364,0.24,0.1364,-0.64,0.1364,-0.32,0.1364,0.24
0.1365,-0.2,0.1365,-0.96,0.1365,-0.64,0.1365,-0.72,0.1365,1.28,0.1365,-0.64,0.1365,-0.4,0.1365,0.24
0.1366,-0.2,0.1366,-0.96,0.1366,-0.56,0.1366,-0.72,0.1366,2.32,0.1366,-0.64,0.1366,-0.32,0.1366,0.16
0.1367,-0.2,0.1367,-0.88,0.1367,-0.48,0.1367,-0.72,0.1367,2,0.1367,-0.64,0.1367,-0.4,0.1367,0
0.1368,-0.2,0.1368,-0.88,0.1368,-0.4,0.1368,-0.56,0.1368,2.72,0.1368,-0.64,0.1368,-0.4,0.1368,0
0.1369,-0.2,0.1369,-0.88,0.1369,-0.16,0.1369,-0.32,0.1369,2.24,0.1369,-0.64,0.1369,-0.4,0.1369,0
0.137,-0.2,0.137,-0.8,0.137,0.56,0.137,0.4,0.137,1.6,0.137,-0.72,0.137,-0.32,0.137,-0.08
0.1371,-0.22,0.1371,-0.72,0.1371,2.56,0.1371,1.44,0.1371,1.04,0.1371,-0.64,0.1371,-0.4,0.1371,-0.08
0.1372,-0.16,0.1372,-0.56,0.1372,2.48,0.1372,1.28,0.1372,0.56,0.1372,-0.72,0.1372,-0.4,0.1372,-0.16
0.1373,-0.16,0.1373,-0.16,0.1373,1.28,0.1373,0.88,0.1373,0.24,0.1373,-0.72,0.1373,-0.4,0.1373,-0.16
0.1374,-0.2,0.1374,0.32,0.1374,0.32,0.1374,0.4,0.1374,0,0.1374,-0.72,0.1374,-0.4,0.1374,-0.16
0.1375,-0.18,0.1375,1.2,0.1375,-0.16,0.1375,0.16,0.1375,-0.16,0.1375,-0.72,0.1375,-0.4,0.1375,-0.16
0.1376,-0.18,0.1376,2,0.1376,-0.32,0.1376,-0.16,0.1376,-0.32,0.1376,-0.72,0.1376,-0.4,0.1376,-0.16
0.1377,-0.16,0.1377,1.84,0.1377,-0.48,0.1377,-0.32,0.1377,-0.32,0.1377,-0.64,0.1377,-0.4,0.1377,-0.16
0.1378,-0.18,0.1378,2,0.1378,-0.48,0.1378,-0.48,0.1378,-0.48,0.1378,-0.64,0.1378,-0.4,0.1378,-0.24
0.1379,-0.08,0.1379,1.92,0.1379,-0.64,0.1379,-0.56,0.1379,-0.48,0.1379,-0.48,0.1379,-0.48,0.1379,-0.24
0.138,0.34,0.138,1.44,0.138,-0.64,0.138,-0.64,0.138,-0.56,0.138,-0.32,0.138,-0.4,0.138,-0.32
0.1381,1.04,0.1381,0.88,0.1381,-0.56,0.1381,-0.64,0.1381,-0.64,0.1381,-0.08,0.1381,-0.32,0.1381,-0.32
0.1382,1.42,0.1382,0.4,0.1382,-0.64,0.1382,-0.72,0.1382,-0.64,0.1382,0.16,0.1382,-0.32,0.1382,-0.24
0.1383,1.16,0.1383,0.08,0.1383,-0.64,0.1383,-0.72,0.1383,-0.64,0.1383,0.16,0.1383,-0.32,0.1383,-0.32
0.1384,0.78,0.1384,-0.16,0.1384,-0.64,0.1384,-0.72,0.1384,-0.72,0.1384,0.08,0.1384,-0.32,0.1384,-0.32
0.1385,0.5,0.1385,-0.4,0.1385,-0.64,0.1385,-0.72,0.1385,-0.64,0.1385,0,0.1385,-0.32,0.1385,-0.32
0.1386,0.32,0.1386,-0.56,0.1386,-0.56,0.1386,-0.72,0.1386,-0.64,0.1386,-0.08,0.1386,-0.32,0.1386,-0.32
0.1387,0.14,0.1387,-0.64,0.1387,-0.48,0.1387,-0.72,0.1387,-0.64,0.1387,-0.24,0.1387,-0.4,0.1387,-0.24
0.1388,0.04,0.1388,-0.72,0.1388,-0.4,0.1388,-0.64,0.1388,-0.64,0.1388,-0.32,0.1388,-0.4,0.1388,-0.32
0.1389,-0.06,0.1389,-0.88,0.1389,-0.24,0.1389,-0.72,0.1389,-0.64,0.1389,-0.32,0.1389,-0.32,0.1389,-0.32
0.139,-0.12,0.139,-0.88,0.139,0.56,0.139,-0.64,0.139,-0.4,0.139,-0.4,0.139,-0.4,0.139,-0.32
0.1391,-0.16,0.1391,-0.88,0.1391,2.48,0.1391,-0.56,0.1391,0.08,0.1391,-0.48,0.1391,-0.4,0.1391,-0.24
0.1392,-0.16,0.1392,-0.96,0.1392,2.56,0.1392,-0.4,0.1392,0.32,0.1392,-0.48,0.1392,-0.4,0.1392,-0.24
0.1393,-0.16,0.1393,-1.04,0.1393,1.36,0.1393,-0.08,0.1393,0.24,0.1393,-0.48,0.1393,-0.4,0.1393,-0.24
0.1394,-0.16,0.1394,-1.04,0.1394,0.32,0.1394,0.32,0.1394,0,0.1394,-0.56,0.1394,-0.4,0.1394,-0.32
0.1395,-0.18,0.1395,-1.04,0.1395,-0.08,0.1395,1.68,0.1395,-0.24,0.1395,-0.56,0.1395,-0.32,0.1395,-0.32
0.1396,-0.18,0.1396,-0.96,0.1396,-0.32,0.1396,1.36,0.1396,-0.32,0.1396,-0.56,0.1396,-0.4,0.1396,-0.32
0.1397,-0.18,0.1397,-0.8,0.1397,-0.48,0.1397,1.68,0.1397,-0.48,0.1397,-0.64,0.1397,-0.4,0.1397,-0.32
0.1398,-0.18,0.1398,-0.72,0.1398,-0.56,0.1398,1.6,0.1398,-0.48,0.1398,-0.64,0.1398,-0.32,0.1398,-0.24
0.1399,-0.16,0.1399,-0.48,0.1399,-0.64,0.1399,1.2,0.1399,-0.56,0.1399,-0.64,0.1399,-0.4,0.1399,-0.24
0.14,-0.18,0.14,-0.24,0.14,-0.64,0.14,0.8,0.14,-0.64,0.14,-0.64,0.14,-0.32,0.14,-0.32
0.1401,-0.16,0.1401,0.72,0.1401,-0.64,0.1401,0.32,0.1401,-0.64,0.1401,-0.64,0.1401,-0.4,0.1401,-0.32
0.1402,-0.16,0.1402,1.04,0.1402,-0.72,0.1402,0,0.1402,-0.64,0.1402,-0.64,0.1402,-0.4,0.1402,-0.32
0.1403,-0.14,0.1403,0.64,0.1403,-0.64,0.1403,-0.16,0.1403,-0.72,0.1403,-0.64,0.1403,-0.4,0.1403,-0.24
0.1404,-0.1,0.1404,0.4,0.1404,-0.64,0.1404,-0.32,0.1404,-0.64,0.1404,-0.72,0.1404,-0.4,0.1404,-0.32
0.1405,0.12,0.1405,0,0.1405,-0.64,0.1405,-0.48,0.1405,-0.64,0.1405,-0.72,0.1405,-0.4,0.1405,-0.32
0.1406,0.4,0.1406,-0.24,0.1406,-0.56,0.1406,-0.48,0.1406,-0.56,0.1406,-0.64,0.1406,-0.4,0.1406,-0.32
0.1407,0.22,0.1407,-0.4,0.1407,-0.48,0.1407,-0.56,0.1407,-0.56,0.1407,-0.64,0.1407,-0.4,0.1407,-0.32
0.1408,0.28,0.1408,-0.64,0.1408,-0.4,0.1408,-0.64,0.1408,-0.56,0.1408,-0.64,0.1408,-0.4,0.1408,-0.32
0.1409,0.18,0.1409,-0.8,0.1409,-0.24,0.1409,-0.64,0.1409,-0.48,0.1409,-0.64,0.1409,-0.4,0.1409,-0.32
0.141,0.06,0.141,-0.88,0.141,0.56,0.141,-0.72,0.141,-0.56,0.141,-0.56,0.141,-0.4,0.141,-0.32
0.1411,-0.04,0.1411,-0.88,0.1411,2.56,0.1411,-0.64,0.1411,-0.48,0.1411,-0.56,0.1411,-0.4,0.1411,-0.32
0.1412,-0.1,0.1412,-0.96,0.1412,2.48,0.1412,-0.72,0.1412,-0.4,0.1412,-0.56,0.1412,-0.4,0.1412,-0.32
0.1413,-0.14,0.1413,-0.96,0.1413,1.36,0.1413,-0.72,0.1413,-0.16,0.1413,-0.56,0.1413,-0.32,0.1413,-0.32
0.1414,-0.16,0.1414,-0.96,0.1414,0.4,0.1414,-0.72,0.1414,0.16,0.1414,-0.56,0.1414,-0.32,0.1414,-0.32
0.1415,-0.18,0.1415,-0.96,0.1415,-0.08,0.1415,-0.72,0.1415,1.2,0.1415,-0.48,0.1415,-0.32,0.1415,-0.4
0.1416,-0.2,0.1416,-0.88,0.1416,-0.32,0.1416,-0.64,0.1416,2.24,0.1416,-0.48,0.1416,-0.32,0.1416,-0.32
0.1417,-0.16,0.1417,-0.88,0.1417,-0.48,0.1417,-0.56,0.1417,1.84,0.1417,-0.48,0.1417,-0.32,0.1417,-0.32
0.1418,-0.22,0.1418,-0.8,0.1418,-0.56,0.1418,-0.56,0.1418,2.56,0.1418,-0.48,0.1418,-0.4,0.1418,-0.32
0.1419,-0.2,0.1419,-0.8,0.1419,-0.56,0.1419,-0.32,0.1419,2.08,0.1419,-0.48,0.1419,-0.4,0.1419,-0.32
0.142,-0.16,0.142,-0.8,0.142,-0.64,0.142,0.4,0.142,1.52,0.142,-0.48,0.142,-0.4,0.142,-0.32
0.1421,-0.16,0.1421,-0.72,0.1421,-0.64,0.1421,1.36,0.1421,1.04,0.1421,-0.4,0.1421,-0.32,0.1421,-0.32
0.1422,-0.2,0.1422,-0.48,0.1422,-0.72,0.1422,1.2,0.1422,0.56,0.1422,-0.32,0.1422,-0.32,0.1422,-0.32
0.1423,-0.2,0.1423,-0.08,0.1423,-0.72,0.1423,0.72,0.1423,0.24,0.1423,-0.24,0.1423,-0.32,0.1423,-0.24
0.1424,-0.22,0.1424,0.48,0.1424,-0.56,0.1424,0.32,0.1424,0,0.1424,-0.08,0.1424,-0.16,0.1424,-0.32
0.1425,-0.2,0.1425,1.36,0.1425,-0.56,0.1425,0,0.1425,-0.16,0.1425,0.08,0.1425,-0.16,0.1425,-0.32
0.1426,-0.16,0.1426,2.24,0.1426,-0.48,0.1426,-0.16,0.1426,-0.32,0.1426,0.32,0.1426,0,0.1426,-0.32
0.1427,-0.16,0.1427,2,0.1427,-0.48,0.1427,-0.32,0.1427,-0.4,0.1427,0.48,0.1427,0.16,0.1427,-0.32
0.1428,-0.14,0.1428,2.24,0.1428,-0.32,0.1428,-0.4,0.1428,-0.4,0.1428,0.8,0.1428,0.4,0.1428,-0.32
0.1429,-0.06,0.1429,2.16,0.1429,-0.16,0.1429,-0.56,0.1429,-0.48,0.1429,1.36,0.1429,0.56,0.1429,-0.32
0.143,0.32,0.143,1.68,0.143,0.56,0.143,-0.64,0.143,-0.56,0.143,2.16,0.143,1.2,0.143,-0.32
0.1431,1.02,0.1431,1.04,0.1431,2.56,0.1431,-0.64,0.1431,-0.56,0.1431,2.4,0.1431,1.92,0.1431,-0.32
0.1432,1.36,0.1432,0.48,0.1432,2.48,0.1432,-0.72,0.1432,-0.56,0.1432,1.68,0.1432,1.36,0.1432,-0.32
0.1433,1.08,0.1433,0.16,0.1433,1.28,0.1433,-0.64,0.1433,-0.64,0.1433,2.48,0.1433,1.76,0.1433,-0.32
0.1434,0.7,0.1434,-0.16,0.1434,0.4,0.1434,-0.72,0.1434,-0.64,0.1434,3.12,0.1434,2.24,0.1434,-0.24
